community,group_authors,leading_value,leading_value_authors,leading_value_share,top_three
26,679,Genetics,392,0.5773195876288659,"Genetics (392, 57.7%); Biochemistry and Cell Biology (50, 7.4%); Epidemiology (42, 6.2%)"
27,678,Clinical Sciences,196,0.2890855457227139,"Clinical Sciences (196, 28.9%); Epidemiology (126, 18.6%); Public Health (72, 10.6%)"
28,671,Cardiovascular Medicine and Haematology,166,0.2473919523099851,"Cardiovascular Medicine and Haematology (166, 24.7%); Genetics (161, 24.0%); Clinical Sciences (126, 18.8%)"
29,650,Clinical Sciences,214,0.3292307692307692,"Clinical Sciences (214, 32.9%); Epidemiology (141, 21.7%); Genetics (79, 12.2%)"
30,593,Epidemiology,207,0.3490725126475548,"Epidemiology (207, 34.9%); Clinical Sciences (107, 18.0%); Genetics (102, 17.2%)"
31,581,Clinical Sciences,222,0.38209982788296043,"Clinical Sciences (222, 38.2%); Epidemiology (174, 29.9%); Genetics (121, 20.8%)"
32,572,Clinical Sciences,149,0.26048951048951047,"Clinical Sciences (149, 26.0%); Epidemiology (131, 22.9%); Cardiovascular Medicine and Haematology (72, 12.6%)"
33,540,Ophthalmology and Optometry,135,0.25,"Ophthalmology and Optometry (135, 25.0%); Clinical Sciences (104, 19.3%); Epidemiology (88, 16.3%)"
34,534,Clinical Sciences,149,0.27902621722846443,"Clinical Sciences (149, 27.9%); Epidemiology (71, 13.3%); Cardiovascular Medicine and Haematology (70, 13.1%)"
35,461,Genetics,141,0.30585683297180044,"Genetics (141, 30.6%); Cardiovascular Medicine and Haematology (82, 17.8%); Clinical Sciences (59, 12.8%)"
36,459,Biological Psychology,254,0.5533769063180828,"Biological Psychology (254, 55.3%); Clinical Sciences (61, 13.3%); Epidemiology (28, 6.1%)"
37,454,Epidemiology,127,0.27973568281938327,"Epidemiology (127, 28.0%); Cardiovascular Medicine and Haematology (119, 26.2%); Clinical Sciences (104, 22.9%)"
38,440,Genetics,102,0.2318181818181818,"Genetics (102, 23.2%); Clinical Sciences (68, 15.5%); Epidemiology (58, 13.2%)"
39,430,Epidemiology,129,0.3,"Epidemiology (129, 30.0%); Genetics (110, 25.6%); Clinical Sciences (57, 13.3%)"
40,429,Clinical Sciences,156,0.36363636363636365,"Clinical Sciences (156, 36.4%); Epidemiology (110, 25.6%); Genetics (42, 9.8%)"
41,418,Biological Psychology,108,0.2583732057416268,"Biological Psychology (108, 25.8%); Clinical Sciences (73, 17.5%); Epidemiology (67, 16.0%)"
42,336,Clinical Sciences,91,0.2708333333333333,"Clinical Sciences (91, 27.1%); Epidemiology (69, 20.5%); Genetics (64, 19.0%)"
43,333,Genetics,210,0.6306306306306306,"Genetics (210, 63.1%); Epidemiology (30, 9.0%); Biochemistry and Cell Biology (20, 6.0%)"
44,319,Genetics,112,0.3510971786833856,"Genetics (112, 35.1%); Clinical Sciences (100, 31.3%); Health Services and Systems (17, 5.3%)"
45,317,Clinical Sciences,91,0.2870662460567823,"Clinical Sciences (91, 28.7%); Epidemiology (66, 20.8%); Cardiovascular Medicine and Haematology (41, 12.9%)"
46,304,Epidemiology,111,0.3651315789473684,"Epidemiology (111, 36.5%); Clinical Sciences (55, 18.1%); Cardiovascular Medicine and Haematology (44, 14.5%)"
47,296,Oncology and Carcinogenesis,83,0.28040540540540543,"Oncology and Carcinogenesis (83, 28.0%); Clinical Sciences (75, 25.3%); Biochemistry and Cell Biology (30, 10.1%)"
48,292,Genetics,152,0.5205479452054794,"Genetics (152, 52.1%); Clinical Sciences (37, 12.7%); Epidemiology (35, 12.0%)"
49,281,Biological Psychology,155,0.5516014234875445,"Biological Psychology (155, 55.2%); Genetics (36, 12.8%); Epidemiology (29, 10.3%)"
50,273,Epidemiology,48,0.17582417582417584,"Epidemiology (48, 17.6%); Clinical Sciences (46, 16.8%); Nutrition and Dietetics (39, 14.3%)"
51,269,Clinical Sciences,68,0.2527881040892193,"Clinical Sciences (68, 25.3%); Epidemiology (56, 20.8%); Oncology and Carcinogenesis (43, 16.0%)"
52,267,Epidemiology,137,0.5131086142322098,"Epidemiology (137, 51.3%); Genetics (105, 39.3%); Bioinformatics and Computational Biology (7, 2.6%)"
53,258,Biochemistry and Cell Biology,92,0.35658914728682173,"Biochemistry and Cell Biology (92, 35.7%); Epidemiology (69, 26.7%); Clinical Sciences (35, 13.6%)"
54,256,Clinical Sciences,141,0.55078125,"Clinical Sciences (141, 55.1%); Genetics (64, 25.0%); Epidemiology (27, 10.5%)"
55,220,Clinical Sciences,124,0.5636363636363636,"Clinical Sciences (124, 56.4%); Genetics (50, 22.7%); Epidemiology (30, 13.6%)"
56,176,Epidemiology,66,0.375,"Epidemiology (66, 37.5%); Clinical Sciences (44, 25.0%); Genetics (16, 9.1%)"
57,160,Clinical Sciences,94,0.5875,"Clinical Sciences (94, 58.8%); Biomedical Engineering (18, 11.2%); Cardiovascular Medicine and Haematology (17, 10.6%)"
58,146,Epidemiology,39,0.2671232876712329,"Epidemiology (39, 26.7%); Clinical Sciences (32, 21.9%); Cardiovascular Medicine and Haematology (24, 16.4%)"
59,141,Genetics,51,0.3617021276595745,"Genetics (51, 36.2%); Biochemistry and Cell Biology (33, 23.4%); Epidemiology (22, 15.6%)"
60,137,Cardiovascular Medicine and Haematology,38,0.2773722627737226,"Cardiovascular Medicine and Haematology (38, 27.7%); Clinical Sciences (36, 26.3%); Epidemiology (24, 17.5%)"
61,136,Oncology and Carcinogenesis,59,0.4338235294117647,"Oncology and Carcinogenesis (59, 43.4%); Clinical Sciences (29, 21.3%); Cardiovascular Medicine and Haematology (14, 10.3%)"
62,131,Oncology and Carcinogenesis,68,0.5190839694656488,"Oncology and Carcinogenesis (68, 51.9%); Cardiovascular Medicine and Haematology (19, 14.5%); Clinical Sciences (16, 12.2%)"
63,130,Clinical Sciences,64,0.49230769230769234,"Clinical Sciences (64, 49.2%); Biomedical Engineering (20, 15.4%); Genetics (15, 11.5%)"
64,117,Cardiovascular Medicine and Haematology,46,0.39316239316239315,"Cardiovascular Medicine and Haematology (46, 39.3%); Epidemiology (30, 25.6%); Nutrition and Dietetics (16, 13.7%)"
65,113,Clinical Sciences,46,0.40707964601769914,"Clinical Sciences (46, 40.7%); Epidemiology (39, 34.5%); Nutrition and Dietetics (8, 7.1%)"
66,111,Clinical Sciences,42,0.3783783783783784,"Clinical Sciences (42, 37.8%); Epidemiology (37, 33.3%); Genetics (20, 18.0%)"
67,104,Archaeology,97,0.9326923076923077,"Archaeology (97, 93.3%); Genetics (7, 6.7%)"
68,98,Clinical Sciences,26,0.2653061224489796,"Clinical Sciences (26, 26.5%); Epidemiology (22, 22.4%); Dentistry (17, 17.3%)"
69,98,Epidemiology,27,0.2755102040816326,"Epidemiology (27, 27.6%); Clinical Sciences (25, 25.5%); Public Health (16, 16.3%)"
70,92,Oncology and Carcinogenesis,63,0.6847826086956522,"Oncology and Carcinogenesis (63, 68.5%); Immunology (24, 26.1%); Biochemistry and Cell Biology (3, 3.3%)"
71,92,Nutrition and Dietetics,29,0.31521739130434784,"Nutrition and Dietetics (29, 31.5%); Clinical Sciences (21, 22.8%); Epidemiology (16, 17.4%)"
72,85,Public Health,34,0.4,"Public Health (34, 40.0%); Cardiovascular Medicine and Haematology (11, 12.9%); Health Services and Systems (11, 12.9%)"
73,85,Clinical Sciences,46,0.5411764705882353,"Clinical Sciences (46, 54.1%); Cardiovascular Medicine and Haematology (18, 21.2%); Graphics, Augmented Reality and Games (9, 10.6%)"
74,84,Clinical Sciences,28,0.3333333333333333,"Clinical Sciences (28, 33.3%); Epidemiology (23, 27.4%); Cardiovascular Medicine and Haematology (20, 23.8%)"
75,79,Genetics,22,0.27848101265822783,"Genetics (22, 27.8%); Clinical Sciences (15, 19.0%); Biological Psychology (14, 17.7%)"
76,77,Cardiovascular Medicine and Haematology,28,0.36363636363636365,"Cardiovascular Medicine and Haematology (28, 36.4%); Epidemiology (16, 20.8%); Clinical Sciences (9, 11.7%)"
77,72,Clinical Sciences,22,0.3055555555555556,"Clinical Sciences (22, 30.6%); Genetics (16, 22.2%); Epidemiology (13, 18.1%)"
78,72,Genetics,26,0.3611111111111111,"Genetics (26, 36.1%); Biomedical Engineering (12, 16.7%); Machine Learning (10, 13.9%)"
79,70,Clinical Sciences,41,0.5857142857142857,"Clinical Sciences (41, 58.6%); Cardiovascular Medicine and Haematology (14, 20.0%); Biological Psychology (5, 7.1%)"
80,64,Clinical Sciences,51,0.796875,"Clinical Sciences (51, 79.7%); Epidemiology (8, 12.5%); Public Health (4, 6.2%)"
81,62,Clinical Sciences,17,0.27419354838709675,"Clinical Sciences (17, 27.4%); Epidemiology (12, 19.4%); Oncology and Carcinogenesis (12, 19.4%)"
82,58,Genetics,31,0.5344827586206896,"Genetics (31, 53.4%); Ophthalmology and Optometry (16, 27.6%); Machine Learning (7, 12.1%)"
83,55,Clinical Sciences,18,0.32727272727272727,"Clinical Sciences (18, 32.7%); Cardiovascular Medicine and Haematology (8, 14.5%); Genetics (8, 14.5%)"
84,54,Epidemiology,11,0.2037037037037037,"Epidemiology (11, 20.4%); Public Health (10, 18.5%); Biological Psychology (8, 14.8%)"
85,54,Clinical Sciences,18,0.3333333333333333,"Clinical Sciences (18, 33.3%); Epidemiology (12, 22.2%); Public Health (7, 13.0%)"
86,53,Cardiovascular Medicine and Haematology,28,0.5283018867924528,"Cardiovascular Medicine and Haematology (28, 52.8%); Clinical Sciences (15, 28.3%); Epidemiology (8, 15.1%)"
87,49,Cardiovascular Medicine and Haematology,24,0.4897959183673469,"Cardiovascular Medicine and Haematology (24, 49.0%); Clinical Sciences (14, 28.6%); Immunology (5, 10.2%)"
88,49,Oncology and Carcinogenesis,31,0.6326530612244898,"Oncology and Carcinogenesis (31, 63.3%); Clinical Sciences (8, 16.3%); Genetics (8, 16.3%)"
89,49,Clinical Sciences,16,0.32653061224489793,"Clinical Sciences (16, 32.7%); Cardiovascular Medicine and Haematology (7, 14.3%); Oncology and Carcinogenesis (5, 10.2%)"
90,48,Clinical Sciences,25,0.5208333333333334,"Clinical Sciences (25, 52.1%); Oncology and Carcinogenesis (19, 39.6%); Health Services and Systems (2, 4.2%)"
91,48,Clinical Sciences,24,0.5,"Clinical Sciences (24, 50.0%); Immunology (8, 16.7%); Cardiovascular Medicine and Haematology (6, 12.5%)"
92,43,Clinical Sciences,24,0.5581395348837209,"Clinical Sciences (24, 55.8%); Epidemiology (10, 23.3%); Oncology and Carcinogenesis (4, 9.3%)"
93,43,Clinical Sciences,25,0.5813953488372093,"Clinical Sciences (25, 58.1%); Biological Psychology (8, 18.6%); Epidemiology (6, 14.0%)"
94,41,Oncology and Carcinogenesis,36,0.8780487804878049,"Oncology and Carcinogenesis (36, 87.8%); Clinical Sciences (5, 12.2%)"
95,39,Oncology and Carcinogenesis,21,0.5384615384615384,"Oncology and Carcinogenesis (21, 53.8%); Clinical Sciences (7, 17.9%); Genetics (6, 15.4%)"
96,38,Epidemiology,17,0.4473684210526316,"Epidemiology (17, 44.7%); Clinical Sciences (12, 31.6%); Oncology and Carcinogenesis (9, 23.7%)"
97,37,Epidemiology,11,0.2972972972972973,"Epidemiology (11, 29.7%); Clinical Sciences (9, 24.3%); Biochemistry and Cell Biology (6, 16.2%)"
98,36,Clinical Sciences,15,0.4166666666666667,"Clinical Sciences (15, 41.7%); Nutrition and Dietetics (11, 30.6%); Epidemiology (7, 19.4%)"
99,36,Biological Psychology,10,0.2777777777777778,"Biological Psychology (10, 27.8%); Clinical Sciences (10, 27.8%); Epidemiology (8, 22.2%)"
100,35,Epidemiology,29,0.8285714285714286,"Epidemiology (29, 82.9%); Health Services and Systems (5, 14.3%); Cardiovascular Medicine and Haematology (1, 2.9%)"
101,34,Cardiovascular Medicine and Haematology,22,0.6470588235294118,"Cardiovascular Medicine and Haematology (22, 64.7%); Epidemiology (6, 17.6%); Clinical Sciences (4, 11.8%)"
102,34,Ophthalmology and Optometry,33,0.9705882352941176,"Ophthalmology and Optometry (33, 97.1%); Clinical Sciences (1, 2.9%)"
103,33,Clinical Sciences,29,0.8787878787878788,"Clinical Sciences (29, 87.9%); Genetics (2, 6.1%); Medical Biochemistry and Metabolomics (2, 6.1%)"
104,33,Epidemiology,15,0.45454545454545453,"Epidemiology (15, 45.5%); Cardiovascular Medicine and Haematology (7, 21.2%); Biological Psychology (5, 15.2%)"
105,32,Genetics,31,0.96875,"Genetics (31, 96.9%); Bioinformatics and Computational Biology (1, 3.1%)"
106,32,Oncology and Carcinogenesis,32,1.0,"Oncology and Carcinogenesis (32, 100.0%)"
107,31,Cardiovascular Medicine and Haematology,9,0.2903225806451613,"Cardiovascular Medicine and Haematology (9, 29.0%); Clinical Sciences (9, 29.0%); Epidemiology (8, 25.8%)"
108,31,Nutrition and Dietetics,19,0.6129032258064516,"Nutrition and Dietetics (19, 61.3%); Epidemiology (5, 16.1%); Clinical Sciences (3, 9.7%)"
109,31,Epidemiology,17,0.5483870967741935,"Epidemiology (17, 54.8%); Cardiovascular Medicine and Haematology (14, 45.2%)"
110,30,Cardiovascular Medicine and Haematology,15,0.5,"Cardiovascular Medicine and Haematology (15, 50.0%); Clinical Sciences (15, 50.0%)"
111,29,Epidemiology,18,0.6206896551724138,"Epidemiology (18, 62.1%); Cardiovascular Medicine and Haematology (7, 24.1%); Biochemistry and Cell Biology (4, 13.8%)"
112,29,Epidemiology,18,0.6206896551724138,"Epidemiology (18, 62.1%); Nutrition and Dietetics (9, 31.0%); Genetics (2, 6.9%)"
113,29,Biological Psychology,13,0.4482758620689655,"Biological Psychology (13, 44.8%); Clinical Sciences (8, 27.6%); Biochemistry and Cell Biology (4, 13.8%)"
114,29,Clinical Sciences,12,0.41379310344827586,"Clinical Sciences (12, 41.4%); Epidemiology (9, 31.0%); Nutrition and Dietetics (4, 13.8%)"
115,28,Epidemiology,17,0.6071428571428571,"Epidemiology (17, 60.7%); Medical Biochemistry and Metabolomics (6, 21.4%); Cardiovascular Medicine and Haematology (3, 10.7%)"
116,27,Epidemiology,9,0.3333333333333333,"Epidemiology (9, 33.3%); Public Health (9, 33.3%); Unclassified (9, 33.3%)"
117,26,Clinical Sciences,9,0.34615384615384615,"Clinical Sciences (9, 34.6%); Cardiovascular Medicine and Haematology (6, 23.1%); Epidemiology (5, 19.2%)"
118,25,Ophthalmology and Optometry,12,0.48,"Ophthalmology and Optometry (12, 48.0%); Cardiovascular Medicine and Haematology (7, 28.0%); Health Services and Systems (6, 24.0%)"
119,25,Biochemistry and Cell Biology,10,0.4,"Biochemistry and Cell Biology (10, 40.0%); Epidemiology (7, 28.0%); Genetics (4, 16.0%)"
120,25,Machine Learning,7,0.28,"Machine Learning (7, 28.0%); Biomedical Engineering (6, 24.0%); Health Services and Systems (6, 24.0%)"
121,24,Biological Psychology,22,0.9166666666666666,"Biological Psychology (22, 91.7%); Epidemiology (2, 8.3%)"
122,24,Genetics,9,0.375,"Genetics (9, 37.5%); Clinical Sciences (7, 29.2%); Epidemiology (5, 20.8%)"
123,24,Reproductive Medicine,19,0.7916666666666666,"Reproductive Medicine (19, 79.2%); Epidemiology (5, 20.8%)"
124,24,Biochemistry and Cell Biology,18,0.75,"Biochemistry and Cell Biology (18, 75.0%); Epidemiology (4, 16.7%); Clinical Sciences (2, 8.3%)"
125,23,Medical Physiology,12,0.5217391304347826,"Medical Physiology (12, 52.2%); Epidemiology (6, 26.1%); Clinical Sciences (5, 21.7%)"
126,23,Immunology,23,1.0,"Immunology (23, 100.0%)"
127,23,Cardiovascular Medicine and Haematology,11,0.4782608695652174,"Cardiovascular Medicine and Haematology (11, 47.8%); Biomedical Engineering (8, 34.8%); Nutrition and Dietetics (3, 13.0%)"
128,22,Clinical Sciences,21,0.9545454545454546,"Clinical Sciences (21, 95.5%); Biochemistry and Cell Biology (1, 4.5%)"
129,22,Neurosciences,8,0.36363636363636365,"Neurosciences (8, 36.4%); Clinical Sciences (7, 31.8%); Epidemiology (7, 31.8%)"
130,21,Bioinformatics and Computational Biology,14,0.6666666666666666,"Bioinformatics and Computational Biology (14, 66.7%); Genetics (6, 28.6%); Clinical Sciences (1, 4.8%)"
131,21,Cardiovascular Medicine and Haematology,11,0.5238095238095238,"Cardiovascular Medicine and Haematology (11, 52.4%); Genetics (10, 47.6%)"
132,21,Clinical Sciences,18,0.8571428571428571,"Clinical Sciences (18, 85.7%); Cardiovascular Medicine and Haematology (3, 14.3%)"
133,21,Dentistry,12,0.5714285714285714,"Dentistry (12, 57.1%); Immunology (6, 28.6%); Genetics (3, 14.3%)"
134,21,Clinical Sciences,13,0.6190476190476191,"Clinical Sciences (13, 61.9%); Epidemiology (8, 38.1%)"
135,21,Pharmacology and Pharmaceutical Sciences,21,1.0,"Pharmacology and Pharmaceutical Sciences (21, 100.0%)"
136,21,Biological Psychology,10,0.47619047619047616,"Biological Psychology (10, 47.6%); Epidemiology (5, 23.8%); Clinical Sciences (4, 19.0%)"
137,21,Health Services and Systems,13,0.6190476190476191,"Health Services and Systems (13, 61.9%); Epidemiology (4, 19.0%); Nutrition and Dietetics (4, 19.0%)"
138,21,Clinical Sciences,13,0.6190476190476191,"Clinical Sciences (13, 61.9%); Epidemiology (8, 38.1%)"
139,20,Clinical Sciences,20,1.0,"Clinical Sciences (20, 100.0%)"
140,20,Epidemiology,13,0.65,"Epidemiology (13, 65.0%); Oncology and Carcinogenesis (4, 20.0%); Clinical Sciences (3, 15.0%)"
141,20,Epidemiology,8,0.4,"Epidemiology (8, 40.0%); Oncology and Carcinogenesis (6, 30.0%); Biochemistry and Cell Biology (4, 20.0%)"
142,20,Genetics,7,0.35,"Genetics (7, 35.0%); Cardiovascular Medicine and Haematology (6, 30.0%); Epidemiology (4, 20.0%)"
143,20,Epidemiology,18,0.9,"Epidemiology (18, 90.0%); Clinical Sciences (2, 10.0%)"
144,19,Genetics,13,0.6842105263157895,"Genetics (13, 68.4%); Reproductive Medicine (6, 31.6%)"
145,19,Epidemiology,16,0.8421052631578947,"Epidemiology (16, 84.2%); Reproductive Medicine (2, 10.5%); Clinical Sciences (1, 5.3%)"
146,19,Biological Psychology,12,0.631578947368421,"Biological Psychology (12, 63.2%); Clinical Sciences (7, 36.8%)"
147,19,Genetics,12,0.631578947368421,"Genetics (12, 63.2%); Clinical Sciences (3, 15.8%); Epidemiology (2, 10.5%)"
148,19,Cardiovascular Medicine and Haematology,11,0.5789473684210527,"Cardiovascular Medicine and Haematology (11, 57.9%); Epidemiology (7, 36.8%); Reproductive Medicine (1, 5.3%)"
149,19,Clinical Sciences,14,0.7368421052631579,"Clinical Sciences (14, 73.7%); Genetics (4, 21.1%); Nutrition and Dietetics (1, 5.3%)"
150,19,Clinical and Health Psychology,10,0.5263157894736842,"Clinical and Health Psychology (10, 52.6%); Data Management and Data Science (8, 42.1%); Machine Learning (1, 5.3%)"
151,19,Medical Biochemistry and Metabolomics,8,0.42105263157894735,"Medical Biochemistry and Metabolomics (8, 42.1%); Genetics (5, 26.3%); Clinical Sciences (4, 21.1%)"
152,19,Cardiovascular Medicine and Haematology,19,1.0,"Cardiovascular Medicine and Haematology (19, 100.0%)"
153,18,Clinical Sciences,12,0.6666666666666666,"Clinical Sciences (12, 66.7%); Medical Biochemistry and Metabolomics (6, 33.3%)"
154,18,Clinical Sciences,8,0.4444444444444444,"Clinical Sciences (8, 44.4%); Epidemiology (6, 33.3%); Medical Biochemistry and Metabolomics (4, 22.2%)"
155,18,Clinical Sciences,16,0.8888888888888888,"Clinical Sciences (16, 88.9%); Epidemiology (2, 11.1%)"
156,18,Clinical Sciences,18,1.0,"Clinical Sciences (18, 100.0%)"
157,17,Clinical Sciences,17,1.0,"Clinical Sciences (17, 100.0%)"
158,17,Clinical Sciences,17,1.0,"Clinical Sciences (17, 100.0%)"
159,17,Biochemistry and Cell Biology,11,0.6470588235294118,"Biochemistry and Cell Biology (11, 64.7%); Clinical Sciences (6, 35.3%)"
160,17,Genetics,17,1.0,"Genetics (17, 100.0%)"
161,17,Unclassified,13,0.7647058823529411,"Unclassified (13, 76.5%); Clinical Sciences (4, 23.5%)"
162,17,Oncology and Carcinogenesis,12,0.7058823529411765,"Oncology and Carcinogenesis (12, 70.6%); Medical Biochemistry and Metabolomics (3, 17.6%); Health Services and Systems (2, 11.8%)"
163,17,Genetics,17,1.0,"Genetics (17, 100.0%)"
164,17,Clinical Sciences,11,0.6470588235294118,"Clinical Sciences (11, 64.7%); Genetics (4, 23.5%); Biochemistry and Cell Biology (2, 11.8%)"
165,17,Nutrition and Dietetics,8,0.47058823529411764,"Nutrition and Dietetics (8, 47.1%); Clinical Sciences (6, 35.3%); Unclassified (3, 17.6%)"
166,17,Medical and Biological Physics,7,0.4117647058823529,"Medical and Biological Physics (7, 41.2%); Unclassified (7, 41.2%); Applied Computing (3, 17.6%)"
167,17,Epidemiology,8,0.47058823529411764,"Epidemiology (8, 47.1%); Public Health (5, 29.4%); Medical Biochemistry and Metabolomics (2, 11.8%)"
168,17,Clinical Sciences,16,0.9411764705882353,"Clinical Sciences (16, 94.1%); Epidemiology (1, 5.9%)"
169,16,Clinical Sciences,16,1.0,"Clinical Sciences (16, 100.0%)"
170,16,Pharmacology and Pharmaceutical Sciences,11,0.6875,"Pharmacology and Pharmaceutical Sciences (11, 68.8%); Medical Biotechnology (5, 31.2%)"
171,16,Animal Production,8,0.5,"Animal Production (8, 50.0%); Pharmacology and Pharmaceutical Sciences (6, 37.5%); Clinical Sciences (2, 12.5%)"
172,16,Epidemiology,16,1.0,"Epidemiology (16, 100.0%)"
173,16,Cardiovascular Medicine and Haematology,8,0.5,"Cardiovascular Medicine and Haematology (8, 50.0%); Biochemistry and Cell Biology (4, 25.0%); Nutrition and Dietetics (3, 18.8%)"
174,16,Biological Psychology,11,0.6875,"Biological Psychology (11, 68.8%); Biomedical Engineering (4, 25.0%); Medical Physiology (1, 6.2%)"
175,16,Clinical Sciences,11,0.6875,"Clinical Sciences (11, 68.8%); Cardiovascular Medicine and Haematology (4, 25.0%); Unclassified (1, 6.2%)"
176,16,Data Management and Data Science,9,0.5625,"Data Management and Data Science (9, 56.2%); Genetics (6, 37.5%); Machine Learning (1, 6.2%)"
177,16,Genetics,16,1.0,"Genetics (16, 100.0%)"
178,16,Oncology and Carcinogenesis,16,1.0,"Oncology and Carcinogenesis (16, 100.0%)"
179,16,Nutrition and Dietetics,12,0.75,"Nutrition and Dietetics (12, 75.0%); Epidemiology (4, 25.0%)"
180,16,Biological Psychology,5,0.3125,"Biological Psychology (5, 31.2%); Epidemiology (5, 31.2%); Clinical Sciences (4, 25.0%)"
181,16,Clinical Sciences,16,1.0,"Clinical Sciences (16, 100.0%)"
182,16,Oncology and Carcinogenesis,9,0.5625,"Oncology and Carcinogenesis (9, 56.2%); Bioinformatics and Computational Biology (7, 43.8%)"
183,16,Cardiovascular Medicine and Haematology,16,1.0,"Cardiovascular Medicine and Haematology (16, 100.0%)"
184,16,Epidemiology,16,1.0,"Epidemiology (16, 100.0%)"
185,15,Biochemistry and Cell Biology,15,1.0,"Biochemistry and Cell Biology (15, 100.0%)"
186,15,Cardiovascular Medicine and Haematology,15,1.0,"Cardiovascular Medicine and Haematology (15, 100.0%)"
187,15,Nutrition and Dietetics,6,0.4,"Nutrition and Dietetics (6, 40.0%); Oncology and Carcinogenesis (6, 40.0%); Clinical Sciences (3, 20.0%)"
188,15,Oncology and Carcinogenesis,15,1.0,"Oncology and Carcinogenesis (15, 100.0%)"
189,15,Nutrition and Dietetics,15,1.0,"Nutrition and Dietetics (15, 100.0%)"
190,15,Clinical Sciences,15,1.0,"Clinical Sciences (15, 100.0%)"
191,15,Epidemiology,6,0.4,"Epidemiology (6, 40.0%); Clinical Sciences (5, 33.3%); Information Systems (4, 26.7%)"
192,15,Nutrition and Dietetics,9,0.6,"Nutrition and Dietetics (9, 60.0%); Clinical Sciences (6, 40.0%)"
