researcher_id,coauthor_count,shared_paper_strength,fractional_collaboration_strength,component,component_size,in_giant_component,community
ur.0621411333.58,12,12.0,0.9999999,0,59091,True,1
ur.0621413757.57,6,6.0,1.0,0,59091,True,3
ur.0621416621.13,4,4.0,1.0,0,59091,True,52
ur.0621416645.36,49,49.0,0.9999999,0,59091,True,17
ur.0621443227.02,75,75.0,1.0,0,59091,True,1
ur.0621446107.87,49,86.0,2.9999998,0,59091,True,16
ur.0621446634.07,36,36.0,1.0000001,0,59091,True,2
ur.0621454666.35,8,8.0,0.99999994,0,59091,True,13
ur.0621513212.73,5,5.0,0.99999994,0,59091,True,45
ur.0621534446.20,17,17.0,0.99999994,0,59091,True,163
ur.0621547234.43,45,45.0,2.0000002,0,59091,True,3
ur.0621563323.13,45,61.0,2.0,0,59091,True,54
ur.0621564612.44,10,10.0,1.0,0,59091,True,10
ur.0621566272.74,19,19.0,0.9999999,0,59091,True,28
ur.0621572065.76,35,35.0,0.99999994,0,59091,True,1
ur.0621574702.97,5,5.0,0.99999994,37,19,False,145
ur.0621576245.54,15,15.0,0.99999994,461,16,False,185
ur.0621612153.21,35,35.0,0.99999994,0,59091,True,52
ur.0621621022.09,634,1000.0,20.0,0,59091,True,1
ur.0621643241.11,101,101.0,0.9999999,0,59091,True,10
ur.0621643354.52,32,32.0,0.99999994,0,59091,True,4
ur.0621657444.05,476,807.0,19.0,0,59091,True,12
ur.0621661302.48,115,213.0,3.0000007,0,59091,True,2
ur.0621664076.36,45,58.0,2.9999998,0,59091,True,17
ur.0621671247.41,374,754.0,11.0,0,59091,True,2
ur.0621672031.35,17,17.0,0.99999994,0,59091,True,42
ur.0621705351.79,5,5.0,0.99999994,0,59091,True,24
ur.0621721526.17,34,48.0,5.9999995,0,59091,True,3
ur.0621722642.26,9,9.0,1.0000001,627,17,False,164
ur.0621731207.45,73,73.0,1.0,0,59091,True,1
ur.0621737003.79,148,148.0,1.0,0,59091,True,7
ur.0621741002.52,1,1.0,1.0,370,2,False,1478
ur.0621742145.90,11,11.0,1.0000001,0,59091,True,2
ur.0621762047.64,3,3.0,0.99999994,0,59091,True,5
ur.0622005006.12,12,12.0,0.9999999,0,59091,True,38
ur.0622005614.12,7,7.0,0.99999994,1318,8,False,520
ur.0622011753.31,32,43.0,2.0,0,59091,True,29
ur.0622013545.70,82,94.0,2.0,0,59091,True,8
ur.0622027151.39,11,22.0,2.0000002,0,59091,True,85
ur.0622035427.96,63,63.0,2.0000002,0,59091,True,9
ur.0622036174.03,73,73.0,1.0,0,59091,True,20
ur.0622037415.61,17,17.0,0.99999994,0,59091,True,11
ur.0622045050.35,328,522.0,5.0000005,0,59091,True,1
ur.0622045273.15,18,18.0,1.0,0,59091,True,2
ur.0622046656.44,5,5.0,0.99999994,0,59091,True,28
ur.0622062311.44,38,171.0,12.999999,0,59091,True,11
ur.0622062460.27,25,25.0,1.0,0,59091,True,1
ur.0622066305.13,58,66.0,3.0000002,0,59091,True,8
ur.0622076004.25,18,52.0,9.0,0,59091,True,25
ur.0622103461.33,10,10.0,1.0,0,59091,True,3
ur.0622103742.13,21,30.0,2.0000002,0,59091,True,45
ur.0622143550.59,26,47.0,2.0000002,0,59091,True,12
ur.0622162234.38,6,6.0,1.0,1330,7,False,637
ur.0622165111.21,9,9.0,1.0000001,0,59091,True,6
ur.0622173105.57,10,10.0,1.0,0,59091,True,1
ur.0622220560.04,1287,2409.0,23.000002,0,59091,True,4
ur.0622230170.08,9,15.0,2.0,0,59091,True,16
ur.0622230574.34,289,596.0,3.0,0,59091,True,1
ur.0622242502.63,12,19.0,2.0,0,59091,True,62
ur.0622247246.81,1,1.0,1.0,1444,2,False,1630
ur.0622251213.66,4,4.0,1.0,0,59091,True,9
ur.0622252652.45,61,62.0,2.0000002,0,59091,True,23
ur.0622266537.86,196,295.0,17.000002,0,59091,True,2
ur.0622277427.05,107,123.0,6.0000005,0,59091,True,2
ur.0622303631.94,210,217.0,1.9999998,0,59091,True,4
ur.0622307052.53,4,4.0,1.0,824,5,False,1009
ur.0622333507.70,90,384.0,5.0,0,59091,True,27
ur.0622334365.85,138,138.0,0.9999999,0,59091,True,23
ur.0622357250.19,15,28.0,1.9999995,0,59091,True,2
ur.0622360652.21,5,5.0,0.99999994,0,59091,True,11
ur.0622362456.49,12,12.0,0.9999999,0,59091,True,7
ur.0622371351.97,11,11.0,1.0000001,0,59091,True,8
ur.0622376711.19,138,138.0,0.9999999,0,59091,True,23
ur.0622401300.00,5,5.0,0.99999994,0,59091,True,25
ur.0622401552.79,160,160.0,2.0,0,59091,True,10
ur.0622411030.30,28,28.0,0.9999999,0,59091,True,7
ur.0622411616.74,6,6.0,1.0,0,59091,True,18
ur.0622413461.73,30,42.0,4.0,173,33,False,102
ur.0622413606.99,30,37.0,2.0000002,0,59091,True,7
ur.0622416310.94,16,23.0,2.9999998,0,59091,True,53
ur.0622424471.23,544,910.0,9.0,0,59091,True,1
ur.0622430405.86,16,21.0,2.0000002,28,17,False,168
ur.0622433607.11,47,121.0,12.000001,0,59091,True,13
ur.0622434653.25,11,32.0,2.9999998,0,59091,True,8
ur.0622437300.79,17,17.0,0.99999994,0,59091,True,11
ur.0622440643.87,7,7.0,0.99999994,768,9,False,403
ur.0622441210.40,24,53.0,8.0,0,59091,True,15
ur.0622461315.74,11,11.0,1.0000001,47,21,False,131
ur.0622476241.84,108,108.0,1.0000002,0,59091,True,29
ur.0622500253.76,18,20.0,1.9999999,0,59091,True,1
ur.0622500505.80,54,54.0,1.0000001,0,59091,True,13
ur.0622502703.19,82,143.0,12.999999,0,59091,True,23
ur.0622521456.45,262,262.0,1.0000001,0,59091,True,1
ur.0622525014.01,7,7.0,0.99999994,0,59091,True,6
ur.0622547272.23,12,12.0,0.9999999,416,13,False,228
ur.0622560745.42,9,14.0,2.0,0,59091,True,37
ur.0622563374.50,5,5.0,0.99999994,1303,6,False,765
ur.0622567765.02,5,10.0,1.9999999,0,59091,True,2
ur.0622575731.16,216,384.0,7.0,0,59091,True,10
ur.0622603602.43,50,183.0,7.0,0,59091,True,19
ur.0622604644.38,71,107.0,5.000001,0,59091,True,8
ur.0622617611.36,4,4.0,1.0,1032,5,False,998
ur.0622646704.06,29,29.0,1.0,0,59091,True,1
ur.0622655414.77,51,51.0,1.0000001,0,59091,True,1
ur.0622664254.82,26,40.0,1.9999999,0,59091,True,4
ur.0622670055.68,11,11.0,1.0000001,430,12,False,252
ur.0622676616.33,120,120.0,0.99999994,0,59091,True,1
ur.0622676736.09,7,7.0,0.99999994,1173,10,False,340
ur.0622702020.01,16,31.0,1.9999995,0,59091,True,8
ur.0622704043.68,59,125.0,13.000001,0,59091,True,6
ur.0622705771.18,2,4.0,1.9999999,0,59091,True,26
ur.0622717310.51,7,7.0,0.99999994,0,59091,True,165
ur.0622724604.93,27,27.0,0.99999994,0,59091,True,13
ur.0622734122.51,108,108.0,1.0000002,0,59091,True,29
ur.0622734201.40,108,108.0,1.0000002,0,59091,True,52
ur.0622746232.65,10,10.0,1.0,0,59091,True,17
ur.0622747733.44,136,364.0,4.9999995,0,59091,True,27
ur.0622751672.77,4,4.0,1.0,255,11,False,265
ur.0622753510.30,3,3.0,0.99999994,165,4,False,1167
ur.0622760450.87,15,26.0,3.0000005,0,59091,True,16
ur.0622767162.41,8,16.0,1.9999999,506,12,False,239
ur.062276775.14,100,124.0,4.9999995,0,59091,True,11
ur.0622771043.88,21,21.0,1.0,0,59091,True,10
ur.0623001513.79,285,325.0,2.9999998,0,59091,True,2
ur.0623010466.42,9,9.0,1.0000001,0,59091,True,31
ur.0623022667.75,33,33.0,1.0,0,59091,True,4
ur.0623033037.40,7,7.0,0.99999994,0,59091,True,9
ur.0623034031.24,4,8.0,2.0,0,59091,True,8
ur.0623035470.54,270,344.0,5.0,0,59091,True,7
ur.0623072214.27,4,4.0,1.0,829,9,False,384
ur.0623111632.04,52,72.0,4.0,0,59091,True,3
ur.0623112340.58,7,7.0,0.99999994,0,59091,True,11
ur.0623122475.13,36,36.0,1.0000001,0,59091,True,17
ur.0623123342.36,154,445.0,13.0,0,59091,True,19
ur.0623130360.69,34,34.0,2.0,0,59091,True,2
ur.0623157575.71,7,7.0,0.99999994,0,59091,True,17
ur.0623170765.96,47,47.0,1.0,0,59091,True,1
ur.0623171251.41,185,185.0,1.0000002,0,59091,True,4
ur.0623222675.46,8,8.0,0.99999994,0,59091,True,12
ur.0623232522.09,38,38.0,1.0,0,59091,True,1
ur.0623234311.12,5,10.0,1.9999999,0,59091,True,1
ur.0623246333.14,29,48.0,2.0000002,0,59091,True,54
ur.0623247306.97,227,257.0,2.0,0,59091,True,1
ur.0623260374.50,23,23.0,1.0,0,59091,True,29
ur.0623263330.01,55,55.0,2.0,0,59091,True,54
ur.0623267507.88,315,740.0,5.0,0,59091,True,2
ur.0623304321.61,289,468.0,2.0,0,59091,True,2
ur.0623310422.46,36,48.0,4.0000005,0,59091,True,15
ur.0623314077.10,25,54.0,5.0,0,59091,True,12
ur.0623314152.32,273,274.0,2.0,0,59091,True,16
ur.0623315075.47,20,40.0,2.0,0,59091,True,3
ur.0623316050.50,15,15.0,0.99999994,0,59091,True,135
ur.0623325130.32,26,26.0,1.0000001,0,59091,True,22
ur.0623326547.47,23,58.0,5.0,0,59091,True,9
ur.0623331307.36,693,1676.0,19.0,0,59091,True,9
ur.0623353063.77,3,5.0,1.9999998,1105,4,False,1225
ur.0623355250.77,58,58.0,1.0000001,0,59091,True,13
ur.0623362425.14,23,46.0,2.0,0,59091,True,1
ur.0623377152.17,7,7.0,0.99999994,0,59091,True,31
ur.0623402057.51,19,19.0,0.9999999,0,59091,True,1
ur.0623422020.73,11,11.0,1.0000001,364,34,False,99
ur.0623433016.06,184,184.0,0.99999994,0,59091,True,4
ur.0623451216.97,111,120.0,2.9999998,0,59091,True,52
ur.0623466373.47,41,90.0,4.0000005,0,59091,True,12
ur.0623467012.43,19,46.0,5.9999995,0,59091,True,8
ur.0623503466.47,59,59.0,1.0000001,0,59091,True,16
ur.0623504115.77,25,40.0,2.0,0,59091,True,60
ur.0623507701.63,194,198.0,1.9999995,0,59091,True,4
ur.0623515140.50,13,16.0,3.0000002,0,59091,True,3
ur.0623523566.21,38,38.0,1.0,0,59091,True,7
ur.0623525214.83,464,981.0,3.0,0,59091,True,1
ur.0623526202.62,750,894.0,5.9999995,0,59091,True,1
ur.0623532035.48,20,20.0,1.0,0,59091,True,3
ur.0623535730.71,5,5.0,0.99999994,1148,8,False,446
ur.0623554516.02,59,59.0,1.0000001,0,59091,True,16
ur.0623555355.19,33,39.0,2.0000002,0,59091,True,3
ur.0623600450.11,1,1.0,1.0,1580,2,False,1604
ur.0623615172.26,11,11.0,1.0000001,0,59091,True,57
ur.0623620727.35,6,6.0,1.0,0,59091,True,76
ur.0623627261.19,31,84.0,7.0,0,59091,True,8
ur.0623634406.43,25,48.0,3.9999998,0,59091,True,31
ur.0623634611.29,35,67.0,4.0,0,59091,True,22
ur.0623652073.08,6,6.0,1.0,0,59091,True,7
ur.0623667344.98,28,38.0,3.0,0,59091,True,54
ur.0623701123.71,30,59.0,5.0000005,0,59091,True,3
ur.0623713600.55,16,16.0,1.0,0,59091,True,1
ur.0623714507.02,155,174.0,2.9999998,0,59091,True,1
ur.0623730357.31,634,862.0,27.000002,0,59091,True,1
ur.0623742235.39,27,60.0,8.0,0,59091,True,3
ur.0623746315.05,5,5.0,0.99999994,0,59091,True,2
ur.0623754104.36,61,101.0,3.0000005,0,59091,True,3
ur.0623755462.07,9,11.0,2.0,1115,10,False,304
ur.0623760204.30,9,17.0,2.0,0,59091,True,38
ur.0623766521.89,115,224.0,1.9999996,0,59091,True,51
ur.0623777536.76,788,987.0,4.9999995,0,59091,True,1
ur.0624000015.03,2,2.0,0.99999994,0,59091,True,1
ur.0624001557.42,14,14.0,0.99999976,126,15,False,198
ur.0624006237.55,10,21.0,3.0000002,0,59091,True,15
ur.0624006662.04,22,28.0,3.9999995,0,59091,True,4
ur.0624017130.90,11,11.0,1.0000001,1007,12,False,247
ur.0624020137.74,4,4.0,1.0,0,59091,True,1
ur.0624020700.83,8,8.0,0.99999994,0,59091,True,4
ur.0624025103.35,5,5.0,0.99999994,0,59091,True,1
ur.0624032207.91,11,22.0,2.0000002,0,59091,True,6
ur.0624033661.80,9,9.0,1.0000001,244,19,False,144
ur.0624044020.60,616,691.0,5.0,0,59091,True,1
ur.0624051304.47,291,924.0,13.0,0,59091,True,2
ur.0624051555.50,97,212.0,15.000001,0,59091,True,7
ur.0624054620.54,371,557.0,3.0,0,59091,True,2
ur.0624077563.24,69,71.0,2.0,0,59091,True,16
ur.0624110064.73,78,210.0,10.0,0,59091,True,29
ur.0624113235.49,7,7.0,0.99999994,0,59091,True,43
ur.0624116417.81,217,302.0,13.999999,0,59091,True,6
ur.0624124156.53,108,108.0,1.0000002,0,59091,True,52
ur.0624126637.47,17,17.0,0.99999994,0,59091,True,35
ur.0624130203.23,18,18.0,1.0,0,59091,True,2
ur.0624137160.29,9,27.0,3.0000005,0,59091,True,18
ur.0624146320.02,9,9.0,1.0000001,0,59091,True,33
ur.0624162740.18,11,11.0,1.0000001,1007,12,False,247
ur.0624170545.14,245,245.0,0.99999994,0,59091,True,2
ur.0624210431.34,158,299.0,15.0,0,59091,True,9
ur.0624245677.17,969,970.0,2.0,0,59091,True,5
ur.0624252437.23,8,8.0,0.99999994,475,9,False,355
ur.0624300770.52,20,20.0,1.0,0,59091,True,1
ur.0624301101.21,20,20.0,1.0,0,59091,True,12
ur.0624301203.13,15,15.0,0.99999994,0,59091,True,1
ur.0624303033.60,9,9.0,1.0000001,0,59091,True,6
ur.0624305161.60,106,106.0,1.0,0,59091,True,19
ur.0624305704.70,6,6.0,1.0,308,7,False,528
ur.0624324236.09,9,9.0,1.0000001,923,10,False,315
ur.0624324267.60,167,273.0,7.0,0,59091,True,20
ur.0624332664.74,791,1831.0,9.999999,0,59091,True,1
ur.0624337732.36,22,22.0,1.0000001,0,59091,True,10
ur.0624343046.82,12,34.0,3.0,0,59091,True,11
ur.0624347632.27,23,23.0,1.0,0,59091,True,10
ur.0624362527.30,405,736.0,7.0,0,59091,True,4
ur.0624364454.30,12,28.0,3.9999998,0,59091,True,4
ur.0624370640.76,39,39.0,1.0000001,0,59091,True,26
ur.0624374623.94,5,5.0,0.99999994,1151,6,False,722
ur.0624377464.44,56,62.0,5.0000005,0,59091,True,34
ur.0624407773.95,13,13.0,1.0,0,59091,True,3
ur.0624411402.13,56,56.0,0.9999999,0,59091,True,11
ur.0624417304.47,914,1340.0,11.999998,0,59091,True,49
ur.0624422166.61,4,15.0,4.9999995,0,59091,True,6
ur.0624437100.61,688,1147.0,37.000004,0,59091,True,7
ur.0624437744.49,248,274.0,3.0000005,0,59091,True,9
ur.0624441207.27,18,26.0,2.0,0,59091,True,17
ur.0624441333.36,37,86.0,2.9999998,0,59091,True,4
ur.0624445335.77,5,5.0,0.99999994,608,9,False,396
ur.0624475155.50,28,77.0,4.0,0,59091,True,1
ur.0624522705.08,17,17.0,0.99999994,0,59091,True,3
ur.0624535160.40,568,1216.0,5.0,0,59091,True,1
ur.0624545077.42,268,556.0,5.0,0,59091,True,15
ur.0624552713.04,17,119.0,13.0,0,59091,True,6
ur.0624554662.85,20,79.0,4.9999995,0,59091,True,9
ur.0624557505.32,57,63.0,3.0,0,59091,True,8
ur.0624563735.44,6,12.0,2.0,0,59091,True,41
ur.0624605231.39,28,108.0,9.0,0,59091,True,19
ur.0624610042.24,14,26.0,2.0,0,59091,True,39
ur.0624613167.94,94,94.0,0.9999999,0,59091,True,3
ur.0624640450.21,6,10.0,2.0000002,1045,7,False,635
ur.0624642044.04,3,6.0,1.9999999,1036,4,False,1142
ur.0624654715.00,16,16.0,1.0,0,59091,True,11
ur.0624711072.21,8,8.0,0.99999994,729,9,False,426
ur.0624763146.01,141,150.0,3.0,0,59091,True,1
ur.0624772656.05,7,7.0,0.99999994,1312,8,False,521
ur.0624776071.50,12,24.0,1.9999998,0,59091,True,1
ur.0624776226.94,7,7.0,0.99999994,0,59091,True,2
ur.0624777723.12,34,34.0,1.0,0,59091,True,11
ur.0625002237.65,68,87.0,2.0,0,59091,True,8
ur.0625003761.83,42,79.0,2.0,0,59091,True,8
ur.0625033112.88,188,188.0,1.0,0,59091,True,1
ur.0625036701.66,22,24.0,1.9999998,0,59091,True,37
ur.0625043212.95,8,8.0,0.99999994,0,59091,True,74
ur.0625052414.27,24,24.0,1.0000001,0,59091,True,22
ur.0625054574.71,3,3.0,0.99999994,0,59091,True,17
ur.0625056747.43,13,13.0,1.0,0,59091,True,18
ur.0625060172.43,21,42.0,2.0,0,59091,True,2
ur.0625063226.11,107,114.0,4.9999995,0,59091,True,1
ur.0625071561.90,37,37.0,0.9999999,0,59091,True,13
ur.0625071636.97,29,40.0,2.9999993,0,59091,True,31
ur.0625073531.86,15,15.0,0.99999994,0,59091,True,2
ur.0625112036.13,2,2.0,0.99999994,0,59091,True,29
ur.0625122167.33,54,60.0,1.9999998,0,59091,True,7
ur.0625122217.81,14,39.0,7.0000005,0,59091,True,6
ur.0625127645.04,10,14.0,3.0,0,59091,True,42
ur.0625132340.17,125,158.0,9.000001,0,59091,True,1
ur.0625132654.06,159,194.0,7.0000005,0,59091,True,18
ur.0625150567.12,107,107.0,0.99999976,0,59091,True,1
ur.0625153671.44,49,49.0,0.9999999,0,59091,True,2
ur.0625167707.10,425,456.0,5.9999995,0,59091,True,18
ur.0625171500.30,39,81.0,7.9999995,0,59091,True,1
ur.0625171575.75,53,53.0,0.9999999,0,59091,True,2
ur.0625172511.52,26,26.0,1.0000001,0,59091,True,1
ur.0625205534.48,43,43.0,1.0,0,59091,True,3
ur.0625216011.23,78,292.0,47.999992,0,59091,True,21
ur.0625236564.13,11,11.0,1.0000001,0,59091,True,22
ur.0625254461.58,9,9.0,1.0000001,401,10,False,332
ur.0625263520.20,5,5.0,0.99999994,0,59091,True,76
ur.0625274323.56,41,128.0,26.0,0,59091,True,18
ur.0625275000.71,9,10.0,2.0,716,19,False,146
ur.0625301761.33,39,39.0,1.0000001,0,59091,True,26
ur.0625303577.48,13,33.0,4.0,0,59091,True,32
ur.0625305461.18,8,8.0,0.99999994,0,59091,True,4
ur.0625312065.31,264,266.0,1.9999999,0,59091,True,13
ur.0625316211.11,62,62.0,0.9999999,0,59091,True,26
ur.0625322561.32,3,6.0,1.9999999,0,59091,True,284
ur.0625330460.80,18,31.0,2.0,0,59091,True,16
ur.0625333227.90,11,11.0,1.0000001,47,21,False,131
ur.0625350431.21,627,686.0,3.0,0,59091,True,1
ur.0625367012.58,7,7.0,0.99999994,0,59091,True,7
ur.0625371222.68,21,21.0,1.0,0,59091,True,134
ur.0625372267.50,11,11.0,1.0000001,0,59091,True,4
ur.0625374522.21,4,4.0,1.0,1185,5,False,879
ur.0625401433.32,9,9.0,1.0000001,0,59091,True,62
ur.0625405141.39,23,23.0,1.0,0,59091,True,13
ur.0625431131.51,23,23.0,1.0,0,59091,True,29
ur.0625442042.36,37,57.0,3.0,0,59091,True,22
ur.0625446115.89,21,21.0,1.0,0,59091,True,39
ur.0625474350.36,25,25.0,1.0,0,59091,True,13
ur.0625474467.05,14,14.0,0.99999976,0,59091,True,39
ur.0625524152.34,326,514.0,4.9999995,0,59091,True,7
ur.0625530517.22,20,20.0,1.0,0,59091,True,45
ur.0625532044.92,137,287.0,7.0,0,59091,True,6
ur.0625541336.66,9,9.0,1.0000001,0,59091,True,79
ur.0625554113.24,15,18.0,2.0,0,59091,True,1
ur.0625562363.61,5,5.0,0.99999994,0,59091,True,9
ur.0625565553.56,14,28.0,1.9999995,0,59091,True,39
ur.0625576243.48,23,23.0,1.0,0,59091,True,2
ur.0625603672.06,15,15.0,0.99999994,0,59091,True,32
ur.0625622776.13,1738,3171.0,16.0,0,59091,True,1
ur.0625632510.90,15,47.0,7.000001,0,59091,True,41
ur.0625646042.53,8,8.0,0.99999994,0,59091,True,18
ur.0625653737.40,13,13.0,1.0,0,59091,True,9
ur.0625654477.36,12,24.0,1.9999998,0,59091,True,49
ur.0625660524.69,1191,2239.0,13.000001,0,59091,True,2
ur.0625673527.20,4,7.0,2.0,0,59091,True,6
ur.0625674224.49,1310,4343.0,15.999999,0,59091,True,1
ur.0625702476.44,13,29.0,4.0,0,59091,True,35
ur.0625705331.29,37,55.0,9.0,0,59091,True,24
ur.0625705616.11,10,10.0,1.0,585,11,False,270
ur.0625705655.23,9,9.0,1.0000001,0,59091,True,3
ur.0625713706.08,46,145.0,9.000002,0,59091,True,22
ur.0625731441.84,5,9.0,2.0,0,59091,True,50
ur.0625741164.26,20,20.0,1.0,0,59091,True,29
ur.0625764363.14,33,33.0,1.0,0,59091,True,4
ur.0625775257.91,693,1330.0,16.0,0,59091,True,3
ur.0626001405.26,561,952.0,15.0,0,59091,True,2
ur.0626003065.00,29,29.0,1.0,0,59091,True,20
ur.0626004675.31,6,6.0,1.0,0,59091,True,6
ur.0626020716.41,14,17.0,1.9999999,0,59091,True,46
ur.0626023133.44,242,336.0,3.0,0,59091,True,1
ur.0626023443.76,23,34.0,1.9999998,0,59091,True,11
ur.0626024707.06,25,41.0,7.0000005,0,59091,True,12
ur.0626026315.88,320,587.0,30.0,0,59091,True,7
ur.0626036444.14,443,1319.0,10.0,0,59091,True,1
ur.0626041631.48,228,435.0,4.0,0,59091,True,15
ur.0626051564.73,4,4.0,1.0,960,5,False,977
ur.0626061227.06,240,299.0,8.000001,0,59091,True,23
ur.0626113454.39,47,47.0,1.0,0,59091,True,2
ur.0626116557.73,520,520.0,1.0,0,59091,True,1
ur.0626117567.46,75,95.0,2.0000002,0,59091,True,3
ur.0626121104.51,3,7.0,2.9999998,0,59091,True,69
ur.0626126332.61,23,49.0,3.9999998,0,59091,True,12
ur.0626131020.14,52,68.0,3.9999995,0,59091,True,7
ur.0626131215.34,239,247.0,3.0000002,0,59091,True,20
ur.0626134356.99,22,33.0,2.0,0,59091,True,39
ur.0626137741.08,11,17.0,5.9999995,0,59091,True,39
ur.0626154577.67,10,10.0,1.0,0,59091,True,44
ur.0626164367.77,16,16.0,1.0,0,59091,True,33
ur.0626170171.38,42,42.0,1.0000001,0,59091,True,7
ur.0626174015.11,292,292.0,1.0,0,59091,True,24
ur.0626215040.23,236,1142.0,134.0,0,59091,True,12
ur.0626217515.03,10,10.0,1.0,0,59091,True,6
ur.0626223752.68,21,21.0,1.0,0,59091,True,1
ur.0626226155.25,18,18.0,1.0,0,59091,True,2
ur.0626236011.32,37,74.0,1.9999998,0,59091,True,10
ur.0626252624.65,10,10.0,1.0,0,59091,True,8
ur.0626262251.11,14,14.0,0.99999976,0,59091,True,37
ur.0626274306.34,18,18.0,1.0,0,59091,True,1
ur.0626312164.52,31,31.0,1.0000002,0,59091,True,6
ur.0626316247.19,160,185.0,7.0,0,59091,True,17
ur.0626316507.53,27,27.0,0.99999994,0,59091,True,24
ur.0626334675.11,6,6.0,1.0,0,59091,True,14
ur.0626336025.57,128,128.0,0.99999994,0,59091,True,1
ur.0626337753.89,499,499.0,1.0000001,0,59091,True,1
ur.0626362447.37,339,387.0,6.0,0,59091,True,1
ur.0626365326.32,54,165.0,20.000002,0,59091,True,16
ur.0626404010.29,127,204.0,3.9999995,0,59091,True,11
ur.0626420517.21,37,57.0,4.0000005,0,59091,True,1
ur.0626427726.18,977,2156.0,5.9999995,0,59091,True,1
ur.0626444330.34,15,29.0,2.0,0,59091,True,11
ur.0626444663.25,10,20.0,2.0,0,59091,True,1
ur.0626457271.89,673,783.0,2.9999998,0,59091,True,51
ur.0626463544.87,23,23.0,1.0,0,59091,True,8
ur.0626472102.64,81,81.0,1.0,0,59091,True,3
ur.0626474533.06,22,71.0,5.9999995,0,59091,True,49
ur.0626513442.96,38,38.0,1.0,0,59091,True,4
ur.0626521063.42,6,6.0,1.0,0,59091,True,33
ur.0626527673.79,97,314.0,4.0,0,59091,True,4
ur.0626543466.66,115,133.0,9.0,0,59091,True,23
ur.0626546173.38,191,339.0,2.9999998,0,59091,True,2
ur.0626556356.09,22,22.0,1.0000001,0,59091,True,20
ur.0626564442.30,15,15.0,0.99999994,0,59091,True,7
ur.0626565270.24,8,16.0,1.9999999,0,59091,True,11
ur.0626607725.85,7,14.0,1.9999999,0,59091,True,1
ur.0626611174.36,29,40.0,2.0,0,59091,True,3
ur.0626632311.55,3,9.0,2.9999998,1200,4,False,1155
ur.0626637073.67,35,85.0,6.0,0,59091,True,11
ur.0626640402.66,28,72.0,4.0,0,59091,True,10
ur.0626651314.64,3,3.0,0.99999994,0,59091,True,16
ur.0626661314.50,13,13.0,1.0,0,59091,True,2
ur.0626676622.51,8,8.0,0.99999994,278,23,False,126
ur.0626677505.02,311,749.0,23.999998,0,59091,True,3
ur.0626706335.11,270,270.0,1.0,0,59091,True,4
ur.0626714504.75,11,11.0,1.0000001,0,59091,True,3
ur.0626723055.80,25,25.0,1.0,0,59091,True,1
ur.0626724160.86,303,400.0,6.0,0,59091,True,1
ur.0626726016.28,13,20.0,3.0,0,59091,True,14
ur.0626726150.80,16,16.0,1.0,0,59091,True,8
ur.0626732157.52,34,34.0,1.0,0,59091,True,10
ur.0626745051.48,75,107.0,2.9999998,0,59091,True,10
ur.0626751660.19,197,339.0,33.0,0,59091,True,9
ur.0626752655.78,296,660.0,4.0,0,59091,True,2
ur.0626756620.30,4,4.0,1.0,1410,5,False,916
ur.0626765261.31,23,45.0,1.9999998,0,59091,True,3
ur.0626766144.43,8,8.0,0.99999994,0,59091,True,1
ur.0626772727.78,34,58.0,3.0000002,0,59091,True,1
ur.0627012570.65,181,185.0,1.9999999,0,59091,True,7
ur.0627014405.40,23,23.0,1.0,0,59091,True,27
ur.0627021044.65,26,26.0,1.0000001,0,59091,True,2
ur.0627021405.43,270,385.0,2.0000002,0,59091,True,2
ur.0627032023.83,5,5.0,0.99999994,337,6,False,778
ur.0627032351.64,13,13.0,1.0,0,59091,True,18
ur.0627101163.33,34,34.0,1.0,0,59091,True,1
ur.0627111477.55,15,15.0,0.99999994,603,16,False,170
ur.0627145611.38,3,3.0,0.99999994,1471,4,False,1209
ur.0627152446.18,17,40.0,3.9999998,0,59091,True,21
ur.0627160703.77,62,62.0,0.9999999,0,59091,True,26
ur.0627161000.04,18,18.0,1.0,0,59091,True,29
ur.0627163606.65,38,38.0,1.0,0,59091,True,12
ur.0627167343.54,22,22.0,1.0000001,0,59091,True,60
ur.0627172424.73,14,27.0,2.0,0,59091,True,8
ur.0627174610.86,78,135.0,9.0,0,59091,True,4
ur.0627225131.45,15,19.0,2.0000002,0,59091,True,10
ur.0627226151.39,379,712.0,3.0,0,59091,True,1
ur.0627232173.64,73,73.0,1.0,0,59091,True,1
ur.0627242227.81,1163,2206.0,51.999996,0,59091,True,45
ur.0627247163.98,11,20.0,2.0,0,59091,True,9
ur.0627253136.33,26,26.0,1.0000001,0,59091,True,17
ur.0627253447.28,310,783.0,4.0000005,0,59091,True,1
ur.0627277212.24,45,87.0,2.0,0,59091,True,17
ur.0627300451.66,12,12.0,1.9999998,0,59091,True,33
ur.0627302463.53,957,957.0,0.9999998,0,59091,True,5
ur.0627311005.83,12,12.0,0.9999999,0,59091,True,7
ur.0627327341.39,125,133.0,5.0,0,59091,True,40
ur.0627330364.51,9,9.0,1.0000001,401,10,False,332
ur.0627330611.93,1203,2025.0,15.999998,0,59091,True,1
ur.0627331120.36,5,5.0,0.99999994,0,59091,True,38
ur.0627336347.20,60,85.0,8.0,0,59091,True,45
ur.0627351151.54,10,10.0,1.0,0,59091,True,18
ur.0627363636.18,4,4.0,1.0,74,21,False,129
ur.0627364366.31,11,11.0,1.0000001,0,59091,True,1
