researcher_id,coauthor_count,shared_paper_strength,fractional_collaboration_strength,component,component_size,in_giant_component,community
ur.011717431760.43,16,20.0,4.0000005,324,17,False,158
ur.01171745337.71,6,6.0,1.0,0,59091,True,42
ur.01171747627.07,7,7.0,0.99999994,0,59091,True,3
ur.011717521041.55,6,7.0,1.9999998,0,59091,True,43
ur.01171752455.13,75,83.0,3.0,0,59091,True,6
ur.01171775421.27,26,52.0,2.0000002,0,59091,True,6
ur.01171776140.95,7,7.0,0.99999994,275,8,False,518
ur.011717776060.50,4,8.0,2.0,0,59091,True,42
ur.011720005054.38,7,7.0,0.99999994,0,59091,True,14
ur.011720137112.29,8,8.0,0.99999994,0,59091,True,13
ur.011720156636.17,4,4.0,1.0,0,59091,True,12
ur.011720175757.92,5,5.0,0.99999994,158,6,False,671
ur.011720226223.71,21,51.0,5.0000005,0,59091,True,32
ur.011720264471.18,0,0.0,0.0,1232,1,False,1820
ur.01172033003.46,4,4.0,1.0,0,59091,True,40
ur.01172034133.45,344,344.0,0.9999999,0,59091,True,1
ur.011720347101.58,12,31.0,2.9999995,0,59091,True,28
ur.01172045233.18,269,534.0,46.0,0,59091,True,42
ur.011720462136.32,1570,1570.0,1.0000001,0,59091,True,5
ur.01172050356.90,671,1317.0,9.0,0,59091,True,1
ur.011720520467.17,23,24.0,2.0,0,59091,True,19
ur.011720555625.29,53,142.0,18.0,0,59091,True,15
ur.011720573466.65,64,64.0,1.0,0,59091,True,2
ur.011720671717.54,97,171.0,7.0,0,59091,True,8
ur.01172072205.37,61,61.0,0.9999997,0,59091,True,26
ur.011720724560.82,10,10.0,1.0,0,59091,True,1
ur.011720731157.02,11,11.0,1.0000001,0,59091,True,64
ur.01172074533.56,58,58.0,1.0000001,0,59091,True,7
ur.011720770440.69,9,18.0,2.0000002,463,10,False,310
ur.011721031230.20,9,9.0,1.0000001,1010,10,False,300
ur.01172105031.18,4,4.0,1.0,0,59091,True,8
ur.01172105505.50,9,18.0,2.0000002,0,59091,True,9
ur.01172110313.12,213,314.0,5.0000005,0,59091,True,2
ur.01172110650.60,4,4.0,1.0,1014,5,False,926
ur.01172124254.55,102,102.0,1.0000001,0,59091,True,10
ur.011721247320.89,29,29.0,1.0,0,59091,True,7
ur.011721260127.20,282,313.0,3.0000002,0,59091,True,1
ur.01172126152.16,6,6.0,1.0,0,59091,True,14
ur.011721265321.45,8,16.0,1.9999999,0,59091,True,25
ur.011721352256.31,13,21.0,2.0,0,59091,True,35
ur.01172135733.93,3,3.0,0.99999994,467,9,False,360
ur.01172142373.27,234,338.0,3.9999993,0,59091,True,10
ur.01172144627.72,18,34.0,2.0,0,59091,True,12
ur.01172146605.83,25,30.0,4.0,0,59091,True,1
ur.011721543406.45,1570,1570.0,1.0000001,0,59091,True,5
ur.011721546137.36,9,9.0,1.0000001,0,59091,True,411
ur.01172156734.40,8,8.0,0.99999994,0,59091,True,40
ur.01172162256.91,17,47.0,7.9999995,0,59091,True,63
ur.01172166323.93,33,107.0,11.0,0,59091,True,54
ur.01172167120.76,21,41.0,2.0,0,59091,True,76
ur.01172173422.54,3,3.0,0.99999994,0,59091,True,1
ur.011721742572.54,9,9.0,1.0000001,0,59091,True,68
ur.011721754627.46,49,238.0,25.999998,0,59091,True,4
ur.011721763707.08,4,4.0,1.0,0,59091,True,42
ur.01172204022.21,763,1316.0,7.0,0,59091,True,1
ur.01172204243.60,962,1289.0,8.999999,0,59091,True,4
ur.01172210601.33,13,13.0,1.0,0,59091,True,22
ur.01172213633.04,4,4.0,1.0,0,59091,True,63
ur.01172221021.14,51,51.0,1.0000001,0,59091,True,1
ur.01172223336.99,84,84.0,1.0,0,59091,True,20
ur.011722260006.99,6,6.0,1.0,8,20,False,138
ur.01172227625.37,31,78.0,6.0,0,59091,True,9
ur.01172232756.29,25,25.0,1.0,0,59091,True,8
ur.01172233115.36,72,85.0,4.0,0,59091,True,1
ur.01172240523.10,5,5.0,0.99999994,1153,6,False,718
ur.01172242333.85,10,10.0,1.0,710,11,False,267
ur.011722520115.84,7,10.0,1.9999998,0,59091,True,58
ur.011722531320.84,10,10.0,1.0,239,21,False,136
ur.01172255222.44,20,29.0,2.0,0,59091,True,55
ur.011722552516.20,5,5.0,0.99999994,651,6,False,766
ur.011722554455.04,12,19.0,2.0,64,25,False,121
ur.01172261027.55,78,131.0,2.0,0,59091,True,2
ur.011722613773.48,3,9.0,3.9999998,0,59091,True,49
ur.011722725240.84,27,29.0,2.0,0,59091,True,19
ur.01172274375.75,20,49.0,3.9999998,0,59091,True,15
ur.011723062375.65,3,3.0,0.99999994,0,59091,True,9
ur.01172307010.12,30,30.0,1.0000002,0,59091,True,1
ur.01172310007.29,434,600.0,3.0,0,59091,True,2
ur.011723110454.89,11,11.0,1.0000001,0,59091,True,40
ur.011723161165.30,1806,2527.0,2.0,0,59091,True,5
ur.01172317402.42,11,15.0,3.9999998,0,59091,True,9
ur.01172324546.32,234,383.0,27.0,0,59091,True,14
ur.011723276203.77,9,9.0,1.0000001,0,59091,True,28
ur.011723312466.23,58,58.0,1.0000001,0,59091,True,13
ur.011723320315.42,38,38.0,1.0,0,59091,True,8
ur.011723320656.68,13,13.0,1.0,0,59091,True,11
ur.011723325545.51,90,90.0,1.0,0,59091,True,3
ur.01172340644.17,957,957.0,0.9999998,0,59091,True,5
ur.011723441625.81,10,12.0,2.0,0,59091,True,43
ur.01172345300.42,4,4.0,1.0,1233,5,False,907
ur.011723464425.48,957,957.0,0.9999998,0,59091,True,5
ur.01172347214.86,82,130.0,8.0,0,59091,True,34
ur.01172351640.14,5,5.0,0.99999994,0,59091,True,2
ur.011723610573.53,51,206.0,18.999998,0,59091,True,23
ur.011723661425.25,163,163.0,0.99999994,0,59091,True,5
ur.01172374352.60,65,65.0,0.99999994,0,59091,True,1
ur.011723745256.13,4,4.0,1.0,981,5,False,954
ur.01172377045.02,2,2.0,0.99999994,0,59091,True,115
ur.01172401220.76,4,4.0,1.0,1001,5,False,994
ur.011724014746.44,26,42.0,2.0,0,59091,True,18
ur.011724075736.93,4,4.0,1.0,0,59091,True,19
ur.011724105335.03,320,502.0,3.0,0,59091,True,1
ur.01172416212.60,69,124.0,11.999999,0,59091,True,115
ur.011724202536.04,43,116.0,10.0,0,59091,True,50
ur.011724323036.70,56,153.0,21.0,0,59091,True,28
ur.011724343032.02,13,16.0,3.0,0,59091,True,57
ur.011724357016.19,19,30.0,3.0,0,59091,True,14
ur.01172436353.40,1346,2617.0,19.0,0,59091,True,4
ur.01172436643.95,781,812.0,2.0,0,59091,True,1
ur.011724432130.32,17,17.0,0.99999994,0,59091,True,21
ur.011724456463.44,6,11.0,2.0,388,7,False,533
ur.011724463125.44,18,44.0,5.9999995,0,59091,True,21
ur.011724520654.84,29,97.0,12.999999,0,59091,True,6
ur.01172453457.50,168,427.0,34.0,0,59091,True,1
ur.011724576471.55,957,957.0,0.9999998,0,59091,True,5
ur.011724636471.47,2,4.0,1.9999999,0,59091,True,36
ur.01172470307.32,45,61.0,2.0,0,59091,True,54
ur.01172474163.39,19,19.0,0.9999999,0,59091,True,22
ur.011724750005.23,4,4.0,1.0,1234,5,False,904
ur.011724760473.55,228,228.0,0.9999998,0,59091,True,17
ur.01172477146.14,10,10.0,2.0,0,59091,True,3
ur.011724775227.18,334,458.0,1.9999998,0,59091,True,4
ur.01172500135.95,4,4.0,1.0,0,59091,True,12
ur.011725005341.44,1,1.0,1.0,252,2,False,1555
ur.01172502756.02,13,13.0,1.0,0,59091,True,12
ur.01172504713.23,207,418.0,5.000001,0,59091,True,4
ur.01172510702.50,87,112.0,4.999999,0,59091,True,27
ur.01172515521.07,957,957.0,0.9999998,0,59091,True,5
ur.011725175473.28,13,23.0,1.9999999,0,59091,True,2
ur.011725217547.99,9,9.0,1.0000001,0,59091,True,18
ur.01172523052.18,5,8.0,2.0,0,59091,True,28
ur.01172526462.42,40,40.0,0.9999998,0,59091,True,2
ur.01172544713.06,35,50.0,2.0,0,59091,True,18
ur.01172552522.05,17,17.0,0.99999994,0,59091,True,8
ur.011725554523.75,18,18.0,1.0,0,59091,True,8
ur.01172557065.27,263,552.0,9.999998,0,59091,True,17
ur.011725635500.46,5,5.0,0.99999994,591,8,False,506
ur.011725676174.71,547,987.0,1.9999998,0,59091,True,1
ur.011725752710.58,3,3.0,0.99999994,1235,4,False,1147
ur.011725767670.22,7,7.0,0.99999994,0,59091,True,43
ur.011726200527.20,29,71.0,6.0,0,59091,True,23
ur.01172621144.52,57,132.0,13.0,0,59091,True,34
ur.011726221610.46,10,22.0,3.0,0,59091,True,16
ur.011726222021.44,6,10.0,2.0,0,59091,True,48
ur.01172627661.22,8,8.0,0.99999994,0,59091,True,15
ur.01172632317.32,28,28.0,0.9999999,0,59091,True,6
ur.01172632622.46,6,6.0,1.0,0,59091,True,3
ur.01172634661.72,29,29.0,1.0,0,59091,True,1
ur.01172635353.32,5,14.0,3.0,1183,10,False,301
ur.01172636643.98,17,17.0,0.99999994,0,59091,True,21
ur.011726420330.20,51,78.0,7.0,0,59091,True,306
ur.01172651274.05,135,216.0,16.0,0,59091,True,28
ur.01172652223.47,28,48.0,4.9999995,0,59091,True,6
ur.011726540531.59,183,183.0,2.0,0,59091,True,9
ur.01172655631.20,30,30.0,1.0000002,0,59091,True,2
ur.011726626171.29,13,21.0,2.0000002,0,59091,True,40
ur.01172670020.17,225,225.0,1.0000002,0,59091,True,1
ur.011727061062.50,56,56.0,0.9999999,0,59091,True,5
ur.011727064564.63,165,413.0,4.0000005,0,59091,True,2
ur.011727077550.19,26,26.0,1.0000001,0,59091,True,22
ur.011727220321.73,25,25.0,1.0,0,59091,True,17
ur.011727272067.27,35,60.0,3.9999998,0,59091,True,11
ur.01172730065.38,15,39.0,6.0,0,59091,True,3
ur.01172733274.39,26,36.0,2.0,0,59091,True,13
ur.011727350151.10,21,21.0,1.0,0,59091,True,32
ur.011727361234.18,3,9.0,2.9999998,0,59091,True,39
ur.01172737100.25,9,9.0,1.0000001,0,59091,True,48
ur.01172742044.76,12,12.0,0.9999999,0,59091,True,1
ur.01172744326.74,55,55.0,0.99999976,0,59091,True,54
ur.011727471230.36,14,30.0,3.0000002,0,59091,True,14
ur.011727575177.62,4,4.0,1.0,0,59091,True,39
ur.01172762551.80,11,11.0,1.0000001,0,59091,True,14
ur.011727627270.93,71,221.0,8.999999,0,59091,True,19
ur.011727635501.71,4,4.0,1.0,0,59091,True,31
ur.011727637113.82,20,29.0,2.0,0,59091,True,55
ur.011727665530.65,1570,1570.0,1.0000001,0,59091,True,5
ur.011727700513.46,27,45.0,3.0,0,59091,True,50
ur.01172771331.91,71,71.0,1.0000001,0,59091,True,1
ur.01172774254.58,23,23.0,1.0,0,59091,True,23
ur.011730050765.36,4,4.0,1.0,0,59091,True,22
ur.011730054723.65,13,13.0,1.0,0,59091,True,14
ur.011730155577.61,801,832.0,3.0,0,59091,True,4
ur.011730164336.80,1570,1570.0,1.0000001,0,59091,True,5
ur.011730210457.79,8,8.0,0.99999994,965,9,False,352
ur.011730213044.18,17,17.0,0.99999994,0,59091,True,46
ur.011730214767.10,122,238.0,2.0000002,0,59091,True,1
ur.011730260255.92,12,12.0,0.9999999,0,59091,True,2
ur.011730361075.45,9,17.0,2.0,0,59091,True,46
ur.011730401426.84,25,29.0,2.0,0,59091,True,41
ur.011730503711.71,25,46.0,9.0,0,59091,True,39
ur.011730545011.28,25,44.0,3.9999995,0,59091,True,50
ur.01173061132.97,54,54.0,1.0000001,0,59091,True,13
ur.01173061733.49,90,382.0,20.0,0,59091,True,4
ur.011730667627.81,11,11.0,1.0000001,507,27,False,116
ur.011730760514.22,24,41.0,2.0000002,0,59091,True,4
ur.011730764162.91,2,2.0,0.99999994,678,3,False,1247
ur.011731012477.02,154,244.0,9.0,0,59091,True,1
ur.011731024252.46,6,6.0,1.0,1236,7,False,595
ur.01173104660.01,3,3.0,0.99999994,630,4,False,1130
ur.011731073607.44,24,24.0,1.0000001,0,59091,True,1
ur.01173113077.91,292,527.0,3.0,0,59091,True,2
ur.01173127636.86,15,15.0,0.99999994,0,59091,True,135
ur.011731302132.42,5,5.0,0.99999994,0,59091,True,3
ur.011731357133.28,7,7.0,1.9999998,0,59091,True,32
ur.011731362137.83,9,9.0,1.0000001,0,59091,True,2
ur.011731455507.87,36,111.0,12.999999,0,59091,True,21
ur.01173161317.57,289,468.0,2.0,0,59091,True,2
ur.01173163440.82,15,15.0,0.99999994,0,59091,True,9
ur.01173163452.16,107,107.0,0.99999976,0,59091,True,1
ur.011731663533.35,148,166.0,1.9999999,0,59091,True,1
ur.01173171315.86,19,25.0,3.0000005,0,59091,True,18
ur.01173171362.70,20,34.0,11.0,0,59091,True,49
ur.011731733050.12,14,25.0,1.9999999,0,59091,True,20
ur.01173202754.93,166,259.0,4.0,0,59091,True,11
ur.01173203106.34,10,10.0,1.0,0,59091,True,12
ur.011732054046.83,86,154.0,2.0000005,0,59091,True,11
ur.01173223524.46,23,23.0,1.0,0,59091,True,8
ur.011732247275.29,6,6.0,1.0,0,59091,True,3
ur.011732324025.32,6,12.0,2.0,0,59091,True,52
ur.011732325131.05,16,36.0,3.0,0,59091,True,3
ur.011732326275.35,11,18.0,3.0,654,12,False,256
ur.011732351761.68,64,64.0,1.0,0,59091,True,7
ur.01173242257.47,30,72.0,7.999999,0,59091,True,1
ur.011732461162.63,17,24.0,1.9999999,0,59091,True,42
ur.011732465260.27,10,15.0,2.0,57,20,False,140
ur.011732650046.12,9,9.0,1.0000001,253,10,False,327
ur.01173272651.94,8,8.0,0.99999994,0,59091,True,15
ur.011733000172.79,25,25.0,1.0,0,59091,True,8
ur.011733027570.91,22,22.0,1.0000001,688,23,False,124
ur.01173312254.24,10,10.0,1.0,0,59091,True,27
ur.011733130221.39,6,6.0,1.0,0,59091,True,7
ur.011733137553.84,8,8.0,0.99999994,966,9,False,351
ur.011733172047.42,13,13.0,1.0,0,59091,True,31
ur.01173324763.32,9,9.0,1.0000001,0,59091,True,1
ur.01173347513.32,6,6.0,1.0,0,59091,True,69
ur.011733505634.15,17,55.0,11.999999,0,59091,True,21
ur.01173351056.95,401,471.0,3.0000002,0,59091,True,24
ur.011733526423.23,19,27.0,2.9999998,0,59091,True,12
ur.011733526465.76,7,12.0,1.9999998,0,59091,True,25
ur.011733574657.50,4,13.0,5.0,0,59091,True,3
ur.011733632041.60,4,4.0,1.0,1237,5,False,957
ur.011733636150.29,55,55.0,0.99999976,0,59091,True,17
ur.01173366505.31,151,151.0,0.99999994,0,59091,True,1
ur.011733747451.61,13,13.0,1.0,0,59091,True,32
ur.011733770407.19,15,15.0,0.99999994,0,59091,True,33
ur.011734033265.38,16,38.0,6.0,0,59091,True,23
ur.011734036225.50,10,29.0,6.0,0,59091,True,25
ur.011734067262.27,16,28.0,2.0,0,59091,True,27
ur.011734067531.38,20,33.0,1.9999998,0,59091,True,36
ur.011734136703.50,20,20.0,1.0,0,59091,True,6
ur.01173415020.18,22,22.0,1.0000001,0,59091,True,10
ur.011734170154.15,6,10.0,2.0000002,0,59091,True,13
ur.01173417413.96,6,6.0,1.0,0,59091,True,6
ur.01173417672.81,11,11.0,1.0000001,0,59091,True,7
ur.011734212052.78,6,6.0,1.0,0,59091,True,14
ur.011734257035.19,13,13.0,1.0,0,59091,True,5
ur.01173432566.31,157,353.0,23.0,0,59091,True,29
ur.011734331756.53,25,33.0,1.9999999,0,59091,True,17
ur.011734341236.11,12,21.0,2.0,0,59091,True,97
ur.011734363472.66,25,26.0,1.9999998,0,59091,True,45
ur.011734372202.26,10,10.0,1.0,0,59091,True,40
ur.011734372464.47,31,97.0,10.0,0,59091,True,1
ur.011734447604.08,3,3.0,0.99999994,512,4,False,1096
ur.011734454057.19,8,8.0,0.99999994,0,59091,True,13
ur.011734500507.76,29,91.0,7.9999995,0,59091,True,13
ur.011734570247.29,16,16.0,1.0,0,59091,True,13
ur.01173457172.89,76,156.0,6.000001,0,59091,True,20
ur.011734576037.31,11,19.0,3.0,0,59091,True,14
ur.01173463263.88,20,20.0,1.0,0,59091,True,87
ur.01173465316.01,19,19.0,0.9999999,0,59091,True,3
ur.011735013454.96,466,985.0,3.9999998,0,59091,True,1
ur.01173503433.54,227,559.0,57.0,0,59091,True,15
ur.01173504013.13,251,251.0,1.0,0,59091,True,1
ur.011735061327.26,8,8.0,0.99999994,0,59091,True,14
ur.01173506230.89,36,36.0,1.0000001,0,59091,True,2
ur.011735115145.34,5,5.0,0.99999994,620,6,False,698
ur.011735157075.34,13,38.0,4.0,0,59091,True,6
ur.01173520552.17,6,6.0,1.0,451,7,False,557
ur.011735311716.45,22,22.0,1.0000001,0,59091,True,7
ur.01173536662.09,49,49.0,0.9999999,0,59091,True,2
ur.011735454302.19,3,3.0,0.99999994,0,59091,True,211
ur.01173557666.04,22,22.0,1.0000001,0,59091,True,27
ur.011735635043.29,80,89.0,2.9999995,0,59091,True,4
ur.01173564523.81,8,16.0,1.9999999,0,59091,True,40
ur.011735700154.79,11,22.0,2.0000002,0,59091,True,15
ur.011735706642.93,3,3.0,0.99999994,1238,4,False,1144
ur.01173575405.61,1165,2656.0,16.999998,0,59091,True,18
ur.011735766775.51,15,15.0,0.99999994,0,59091,True,20
ur.01173603233.58,22,22.0,1.0000001,0,59091,True,22
ur.01173603445.68,12,12.0,0.9999999,875,13,False,234
ur.011736054340.61,26,26.0,1.0000001,0,59091,True,6
ur.011736071556.21,4,4.0,1.0,0,59091,True,46
ur.011736157757.33,2,4.0,1.9999999,876,5,False,968
ur.01173622213.16,45,65.0,2.9999998,0,59091,True,8
ur.011736316761.41,9,12.0,2.0,0,59091,True,25
ur.011736330175.45,184,184.0,0.99999994,0,59091,True,4
ur.01173641740.08,225,291.0,7.0000005,0,59091,True,7
ur.011736425366.70,4,4.0,1.0,1239,5,False,943
ur.01173646670.55,67,67.0,1.0,0,59091,True,1
ur.011736507705.27,17,34.0,1.9999999,0,59091,True,1
ur.011736670547.80,5,5.0,0.99999994,0,59091,True,28
ur.011736775740.32,8,8.0,0.99999994,0,59091,True,64
ur.011737006123.31,127,187.0,6.9999995,0,59091,True,1
ur.01173703325.60,56,86.0,3.9999998,0,59091,True,4
ur.01173704107.96,704,1254.0,8.999999,0,59091,True,46
ur.011737043304.33,9,22.0,3.0,0,59091,True,12
ur.01173707176.96,725,1601.0,10.000001,0,59091,True,1
ur.01173714040.59,17,17.0,2.0,0,59091,True,3
ur.01173714572.11,19,38.0,1.9999998,0,59091,True,22
ur.011737152611.96,4,4.0,1.0,0,59091,True,10
ur.011737160647.89,32,32.0,0.99999994,0,59091,True,1
ur.011737213010.17,34,34.0,1.0,0,59091,True,10
ur.011737256613.23,5,5.0,0.99999994,0,59091,True,76
ur.011737262701.16,4,6.0,1.9999998,0,59091,True,20
ur.01173726324.58,60,176.0,12.0,0,59091,True,6
ur.011737272650.35,9,18.0,2.0000002,59,10,False,298
ur.01173730371.38,289,468.0,2.0,0,59091,True,2
ur.01173745662.60,1310,3720.0,13.0,0,59091,True,1
ur.011737466340.74,97,97.0,1.0,0,59091,True,26
ur.01173755022.01,7,7.0,0.99999994,0,59091,True,29
ur.011737610227.70,72,80.0,1.9999998,0,59091,True,5
ur.01173761240.18,112,202.0,10.0,0,59091,True,23
ur.011737711374.39,7,7.0,0.99999994,0,59091,True,25
ur.011737737546.33,9,9.0,1.0000001,767,10,False,317
ur.01173775674.45,7,7.0,0.99999994,0,59091,True,12
ur.01174003020.29,53,53.0,0.9999999,0,59091,True,1
ur.01174007113.11,3,3.0,0.99999994,0,59091,True,15
ur.011740102656.48,11,11.0,1.0000001,0,59091,True,21
ur.011740161113.33,36,36.0,1.0000001,0,59091,True,8
ur.011740171776.24,1570,1570.0,1.0000001,0,59091,True,5
ur.01174023267.86,21,21.0,1.0,0,59091,True,10
ur.01174023333.91,223,292.0,3.0,0,59091,True,2
ur.01174025532.44,20,20.0,1.0,0,59091,True,1
ur.01174035564.49,13,26.0,2.0,0,59091,True,6
ur.01174037116.11,185,214.0,6.9999995,0,59091,True,26
ur.01174037241.18,24,24.0,1.0000001,0,59091,True,2
ur.01174037344.22,1326,2995.0,24.999998,0,59091,True,4
ur.01174040505.16,36,52.0,3.0,0,59091,True,12
ur.01174043016.34,5,5.0,0.99999994,0,59091,True,16
ur.011740465410.48,4,8.0,2.0,0,59091,True,1
ur.011740546623.82,5,5.0,0.99999994,1097,6,False,748
ur.01174057071.48,34,137.0,6.0,0,59091,True,4
ur.011740576073.63,4,8.0,2.0,0,59091,True,38
ur.01174075734.81,552,574.0,4.0,0,59091,True,4
ur.01174076626.46,3696,11310.0,78.0,0,59091,True,1
ur.01174077260.11,520,520.0,1.0,0,59091,True,1
ur.01174077303.15,798,1537.0,25.000002,0,59091,True,3
ur.011741015703.38,5,5.0,0.99999994,0,59091,True,1
ur.01174106434.01,29,73.0,8.0,0,59091,True,41
ur.011741066631.56,6,9.0,1.9999999,0,59091,True,23
ur.01174107723.54,14,14.0,0.99999976,0,59091,True,17
ur.011741152173.75,5,5.0,0.99999994,521,6,False,676
ur.011741202517.08,19,19.0,0.9999999,0,59091,True,3
ur.011741216650.66,4,4.0,1.0,799,5,False,960
ur.011741235445.15,28,28.0,0.9999999,0,59091,True,17
ur.011741244132.23,16,56.0,5.0,560,17,False,167
ur.01174133541.97,6,6.0,1.0,0,59091,True,78
ur.011741372453.55,3,3.0,0.99999994,1240,4,False,1160
ur.01174146202.33,161,273.0,7.9999995,0,59091,True,11
ur.01174146221.87,8,8.0,0.99999994,0,59091,True,26
ur.011741467255.36,7,7.0,0.99999994,0,59091,True,66
ur.011741505402.60,34,34.0,1.0,0,59091,True,1
ur.01174151315.80,20,29.0,2.0,0,59091,True,53
ur.01174151537.79,22,22.0,1.0000001,0,59091,True,27
ur.011741535701.89,13,24.0,1.9999999,0,59091,True,13
ur.011741541374.26,6,6.0,1.0,0,59091,True,9
ur.011741542752.02,29,39.0,3.0,0,59091,True,35
ur.01174156035.06,163,191.0,6.999999,0,59091,True,10
ur.01174160305.22,6,6.0,1.0,164,9,False,349
ur.01174165511.60,18,18.0,1.0,0,59091,True,1
ur.01174167405.09,894,1201.0,6.9999995,0,59091,True,4
ur.011741736741.17,33,33.0,1.0,0,59091,True,28
ur.01174174715.87,216,839.0,57.000004,0,59091,True,3
ur.011741763605.26,10,15.0,3.0,0,59091,True,12
ur.01174214642.50,6,6.0,1.0,893,9,False,421
ur.011742154616.63,49,256.0,44.999996,0,59091,True,18
ur.011742227172.63,16,16.0,1.0,0,59091,True,34
ur.01174226061.56,18,25.0,4.9999995,0,59091,True,42
ur.01174230164.47,5,14.0,5.0,0,59091,True,1
ur.011742305561.32,51,142.0,16.999998,0,59091,True,21
ur.01174233047.07,16,28.0,2.9999995,0,59091,True,25
ur.011742333032.11,10,10.0,1.0,0,59091,True,19
ur.01174235317.17,6,6.0,1.0,0,59091,True,1
ur.011742375401.76,10,19.0,3.9999998,0,59091,True,1
ur.011742403211.92,15,20.0,2.9999995,662,16,False,173
ur.01174243356.44,3,9.0,2.9999998,0,59091,True,39
ur.01174243661.19,30,30.0,1.0000002,0,59091,True,1
ur.011742454671.76,8,8.0,0.99999994,0,59091,True,9
ur.011742532373.26,106,331.0,29.0,0,59091,True,23
ur.01174261723.38,183,183.0,0.99999994,0,59091,True,15
ur.01174263536.33,15,15.0,0.99999994,461,16,False,185
ur.01174272134.28,40,64.0,2.0000002,0,59091,True,7
ur.01174274004.94,54,54.0,1.0000001,0,59091,True,2
ur.011742741172.24,24,24.0,1.0000001,0,59091,True,52
ur.011742742401.84,17,29.0,4.0,182,18,False,156
ur.01174276155.33,153,171.0,2.9999998,0,59091,True,1
ur.01174302323.23,138,138.0,0.9999999,0,59091,True,23
ur.011743046100.12,20,40.0,2.0,0,59091,True,39
ur.011743076767.54,43,83.0,7.0000005,0,59091,True,60
ur.01174314123.50,7,7.0,0.99999994,0,59091,True,31
ur.011743152757.73,6,6.0,1.0,0,59091,True,3
ur.01174316402.69,53,87.0,4.0,0,59091,True,22
ur.01174316670.46,430,791.0,15.0,0,59091,True,20
ur.011743166732.92,8,8.0,0.99999994,197,9,False,389
ur.01174317222.90,8,8.0,0.99999994,0,59091,True,385
ur.01174321165.11,7,7.0,0.99999994,619,11,False,278
ur.011743230272.79,10,13.0,2.0,251,23,False,125
ur.011743245604.05,21,21.0,1.0,0,59091,True,1
ur.011743325671.40,131,170.0,4.0,0,59091,True,10
ur.011743332555.23,7,7.0,0.99999994,0,59091,True,75
ur.011743355520.04,4,4.0,1.0,1213,5,False,833
ur.011743362675.96,32,47.0,3.0000005,0,59091,True,6
ur.01174347762.31,106,106.0,1.0,0,59091,True,1
ur.011743507651.02,17,23.0,2.0,0,59091,True,34
ur.011743512321.95,9,31.0,5.0,0,59091,True,6
ur.011743527636.15,1570,1570.0,1.0000001,0,59091,True,5
ur.011743641722.15,14,20.0,2.0,0,59091,True,84
ur.01174370646.30,22,22.0,1.0000001,0,59091,True,20
ur.01174372725.91,350,702.0,11.0,0,59091,True,2
ur.011743751357.36,77,227.0,17.999998,0,59091,True,19
ur.01174375730.88,200,208.0,2.0,0,59091,True,2
ur.011743773207.01,2,2.0,0.99999994,1241,3,False,1405
ur.01174377741.77,377,467.0,12.0,0,59091,True,1
ur.011744071013.78,957,957.0,0.9999998,0,59091,True,5
ur.01174410126.45,6,6.0,1.0,0,59091,True,34
ur.01174410570.42,1,1.0,1.0,606,2,False,1479
ur.011744106005.87,4,4.0,1.0,0,59091,True,3
ur.011744146431.09,90,90.0,1.0,0,59091,True,3
ur.011744152434.00,10,16.0,2.0000002,0,59091,True,12
ur.011744247657.91,2,2.0,0.99999994,1242,3,False,1384
ur.01174425571.24,31,31.0,1.0000002,0,59091,True,11
ur.01174433566.60,11,11.0,1.0000001,0,59091,True,18
ur.01174436654.78,2145,2964.0,13.999998,0,59091,True,5
ur.01174441124.34,1647,1647.0,4.0,0,59091,True,1
ur.01174441767.01,601,1281.0,10.0,0,59091,True,4
ur.01174444032.16,44,87.0,11.999999,0,59091,True,6
ur.01174445201.08,22,22.0,1.9999998,0,59091,True,48
ur.01174445666.11,268,372.0,5.9999995,0,59091,True,1
ur.01174447465.02,22,22.0,1.0000001,0,59091,True,28
ur.01174451640.24,50,50.0,0.9999998,0,59091,True,5
ur.011744544706.82,13,13.0,1.0,0,59091,True,4
ur.01174455631.12,18,18.0,1.0,0,59091,True,29
ur.01174460014.02,344,344.0,0.9999999,0,59091,True,1
ur.01174461457.24,155,155.0,1.0000001,0,59091,True,1
ur.011744614637.93,7,11.0,1.9999999,0,59091,True,46
ur.011744632053.49,5,13.0,3.9999998,0,59091,True,1
ur.01174463474.25,6,12.0,2.0,0,59091,True,4
ur.011744663020.42,15,30.0,1.9999999,0,59091,True,7
ur.011744670745.43,73,428.0,33.0,0,59091,True,14
ur.01174500744.94,52,73.0,6.0000005,0,59091,True,3
ur.011745045700.20,25,33.0,1.9999999,0,59091,True,17
ur.011745057761.50,66,110.0,13.0,0,59091,True,9
ur.01174506464.71,9,9.0,1.0000001,0,59091,True,28
ur.011745154744.24,21,21.0,1.0,0,59091,True,6
ur.011745256527.32,5,5.0,0.99999994,0,59091,True,17
ur.011745274375.73,17,23.0,2.0,35,43,False,90
ur.01174530703.26,7,7.0,0.99999994,0,59091,True,12
ur.01174531372.05,11,11.0,1.0000001,0,59091,True,44
ur.011745435120.32,155,202.0,2.0,0,59091,True,10
ur.011745454753.51,11,15.0,2.0000002,627,17,False,164
ur.01174560407.38,12,29.0,3.9999998,0,59091,True,4
ur.011745633621.53,8,8.0,0.99999994,980,9,False,343
ur.011745647570.25,8,8.0,0.99999994,583,9,False,365
ur.01174565527.96,42,48.0,3.0,0,59091,True,1
