coauthor_count,n_authors,author_share_percent,survival_percent
589,7,0.01011020119300374,5.053656282045727
590,3,0.004332943368430175,5.043546080852723
591,4,0.005777257824573566,5.0392131374842934
592,4,0.005777257824573566,5.033435879659719
593,5,0.007221572280716957,5.027658621835146
594,6,0.00866588673686035,5.020437049554429
596,3,0.004332943368430175,5.011771162817569
597,5,0.007221572280716957,5.0074382194491385
598,4,0.005777257824573566,5.000216647168421
599,1,0.0014443144561433914,4.994439389343848
600,4,0.005777257824573566,4.9929950748877046
601,3,0.004332943368430175,4.987217817063131
602,3,0.004332943368430175,4.982884873694701
603,4,0.005777257824573566,4.978551930326271
604,2,0.002888628912286783,4.972774672501697
605,5,0.007221572280716957,4.96988604358941
606,18,0.025997660210581048,4.962664471308694
607,4,0.005777257824573566,4.936666811098112
608,4,0.005777257824573566,4.930889553273539
609,6,0.00866588673686035,4.925112295448965
610,4,0.005777257824573566,4.916446408712105
611,7,0.01011020119300374,4.910669150887531
612,2,0.002888628912286783,4.900558949694528
613,3,0.004332943368430175,4.8976703207822405
614,6,0.00866588673686035,4.89333737741381
615,2,0.002888628912286783,4.884671490676951
616,6,0.00866588673686035,4.8817828617646635
617,4,0.005777257824573566,4.873116975027803
618,2,0.002888628912286783,4.8673397172032296
619,4,0.005777257824573566,4.864451088290942
620,2,0.002888628912286783,4.858673830466369
621,2,0.002888628912286783,4.855785201554083
622,4,0.005777257824573566,4.852896572641796
623,3,0.004332943368430175,4.847119314817222
624,3,0.004332943368430175,4.842786371448792
625,5,0.007221572280716957,4.838453428080362
626,2,0.002888628912286783,4.831231855799644
627,2,0.002888628912286783,4.828343226887358
628,4,0.005777257824573566,4.825454597975071
629,4,0.005777257824573566,4.8196773401504975
630,4,0.005777257824573566,4.813900082325924
631,2,0.002888628912286783,4.808122824501351
632,2,0.002888628912286783,4.805234195589064
633,3,0.004332943368430175,4.8023455666767765
634,3,0.004332943368430175,4.798012623308347
635,3,0.004332943368430175,4.793679679939917
636,3,0.004332943368430175,4.789346736571487
637,26,0.03755217585972818,4.785013793203056
638,1,0.0014443144561433914,4.747461617343328
639,4,0.005777257824573566,4.746017302887185
640,5,0.007221572280716957,4.740240045062611
641,3,0.004332943368430175,4.733018472781894
642,4,0.005777257824573566,4.728685529413464
643,1,0.0014443144561433914,4.72290827158889
644,1,0.0014443144561433914,4.721463957132747
645,2,0.002888628912286783,4.720019642676603
646,5,0.007221572280716957,4.717131013764317
647,1,0.0014443144561433914,4.7099094414836
648,3,0.004332943368430175,4.7084651270274565
649,2,0.002888628912286783,4.704132183659026
650,3,0.004332943368430175,4.701243554746739
651,2,0.002888628912286783,4.69691061137831
652,5,0.007221572280716957,4.6940219824660225
653,2,0.002888628912286783,4.686800410185305
654,3,0.004332943368430175,4.683911781273019
655,2,0.002888628912286783,4.679578837904589
656,7,0.01011020119300374,4.6766902089923015
